user,poems
20474,[129]
20482,[28988]
20488,[14714]
20489,[27617]
20497,"[28918, 28917]"
20498,"[62, 78]"
20528,[24868]
20559,[120]
20578,[8306]
20593,[946]
20600,[14270]
20620,[937]
20624,[6134]
20637,[2276]
20642,[743]
20663,[430]
20673,"[3459, 35552]"
20681,"[41, 811]"
20693,[27529]
20704,[8315]
20709,[2648]
20730,[6974]
20749,[13006]
20767,"[131, 7281, 288, 1032, 1756, 2442, 23711, 37042, 28257, 7640, 4383, 15623, 14889, 16049, 1743, 218, 4260, 12280, 14177, 15226, 28, 1759, 16035, 4262, 190, 1754, 1146, 14822]"
20779,"[548, 24445]"
20783,[565]
20788,[9169]
20791,[5396]
20824,"[23185, 1006]"
20832,[1089]
20838,"[4025, 24731]"
20846,[8530]
20847,[925]
20850,[5193]
20857,"[16013, 20199]"
20866,[78]
20880,"[25424, 547]"
20891,[8315]
20892,[1089]
20904,[11241]
20913,"[27076, 12616, 10190, 12620, 10191, 12606, 12621, 26240, 847, 709, 16613]"
20937,[8499]
20946,"[10, 338, 151]"
20947,[3374]
20949,[338]
20950,[11398]
21003,[8389]
21008,"[187, 1009, 999, 937, 183, 908, 129, 115, 8485, 126, 8344, 8499]"
21016,[9646]
21046,[6914]
21068,[2362]
21079,[22773]
21083,[961]
21089,[5231]
21102,"[22931, 2467, 31970, 7972, 4222, 2472, 18017, 18018]"
21110,[1437]
21124,[3443]
21145,[4454]
21150,"[28804, 28351, 19482]"
21173,[83]
21180,"[1849, 126]"
21186,[29017]
21218,"[1747, 29414, 753, 4454, 400, 809, 4581, 904, 17868, 5503, 7779, 10518]"
21219,"[1420, 12634]"
21224,[14714]
21226,[10257]
21239,[7234]
21242,[6671]
21244,"[25555, 26670]"
21256,[11607]
21263,"[6, 341, 1979, 10578, 4430, 710, 40822]"
21291,[2014]
21304,[5217]
21334,[21411]
21335,"[288, 19978, 1143, 441, 190, 5891, 3961, 4553]"
21348,"[5214, 28364]"
21353,"[10655, 2376]"
21354,[30285]
21366,[22964]
21376,"[30682, 32351]"
21392,[70]
21395,[11461]
21400,"[739, 809, 681, 12475]"
21403,"[187, 2344, 32, 19927, 6102]"
21451,[8292]
21465,[6179]
21469,[5124]
21480,[6540]
21489,[129]
21494,"[6130, 30448, 807, 10494]"
21503,[10946]
21504,[5856]
21513,[9604]
21527,"[13239, 13245]"
21536,[2014]
21553,[13269]
21561,"[757, 23657, 39398, 1234, 39927, 40271, 35008, 40918, 42757, 34898, 11762]"
21570,[4597]
21580,[8293]
21588,[8301]
21616,[22789]
21631,[7583]
21638,"[11559, 7090, 915, 83, 86, 8809]"
21640,[4690]
21662,"[4111, 15367]"
21666,[27613]
21670,[5641]
21674,[18621]
21675,[10987]
21697,[8285]
21713,[182]
21756,[10006]
21757,"[11318, 2648, 9505, 609, 37639, 10650, 5216, 139, 4716]"
21790,[7798]
21802,[9169]
21833,[8530]
21840,[8530]
21846,"[8272, 129]"
21883,[11]
21885,"[5675, 2126]"
21887,[131]
21894,"[20237, 29058]"
21905,[20557]
21909,[23755]
21910,"[1218, 1008, 2230]"
21920,[21133]
21925,[29970]
21932,[1550]
21939,"[15072, 26770]"
21946,"[193, 195, 15074, 83]"
21948,"[4907, 1235, 13785]"
21956,[225]
21961,"[13438, 30446, 4182]"
21991,[14800]
22015,[8]
22029,[17383]
22066,"[11562, 911, 22655]"
22084,[2648]
22100,[546]
22114,[5171]
22136,"[20907, 11318]"
22156,"[26867, 9786]"
22164,[22789]
22173,"[23769, 21545, 25655]"
22197,[2677]
22203,"[30833, 10385, 1411, 1849, 9062, 12809]"
22205,[7915]
22236,[70]
22247,[548]
22253,[5848]
22276,[3313]
22298,[1446]
22304,"[10747, 11405]"
22307,"[20557, 29223, 37487]"
22328,"[1411, 3443, 357, 1759, 11338]"
22335,[3893]
22340,[549]
22345,[12798]
22353,[2374]
22368,[11318]
22370,[5646]
22377,[17586]
22379,"[1844, 11992]"
22383,[6310]
22456,[969]
22460,[9743]
22476,[14714]
22488,[572]
22513,"[6974, 8315, 4594, 4774, 138, 29118, 8534, 5715]"
22520,[10064]
22522,[16124]
22526,[1934]
22530,[8]
22537,[16431]
22547,[908]
22553,[2542]
22569,[2562]
22577,[12809]
22581,[2014]
22586,[90]
22592,[4454]
22593,"[19858, 1154, 1103, 4819, 21525]"
22602,"[7149, 10958]"
22605,"[709, 36, 9383]"
22621,[2619]
22628,"[127, 129]"
22633,[4074]
22645,[9104]
22660,[14714]
22665,[11404]
22666,"[5347, 24382]"
22667,[8272]
22671,"[9498, 100, 29844, 30503]"
22674,"[38856, 6671, 39407, 12, 29856, 12437, 7526, 15409, 5508, 40385, 40421, 14, 23993, 8433, 338, 4505, 32502, 39276, 39478, 2085, 4377, 4110, 179, 9045, 146, 1847, 42003, 2346, 1412, 142, 5646, 4150, 1767, 4330, 4406, 16050, 313, 1465, 38845, 40354, 5, 6660, 45299, 29123, 52159, 52213, 52218, 52207, 12552, 12523, 52201]"
22679,[5185]
22680,[5395]
22692,[1276]
22701,[5505]
22713,[5389]
22715,[8499]
22717,[9573]
22737,[14992]
22805,[24729]
22809,[772]
22812,[124]
22825,[1833]
22829,[7798]
22838,[5122]
22840,[70]
22843,[582]
22852,[6450]
22856,[86]
22867,"[8306, 706]"
22873,[18337]
22878,[129]
22886,[3956]
22894,"[5139, 23145]"
22895,"[2459, 27617]"
22900,"[9590, 61, 83, 791, 9500, 187, 771, 6974, 809, 195, 754, 63, 787, 911, 894]"
22903,[62]
22905,"[94, 3356, 2690, 3336, 92, 2507]"
22907,"[3453, 3445]"
22910,[5646]
22912,[5462]
22935,[15121]
22944,"[5070, 86, 85]"
22954,[2956]
22971,[584]
22997,[2616]
23014,"[85, 6568, 13919, 1175, 28936]"
23018,"[10990, 6298]"
23019,[17496]
23026,[14714]
23032,[753]
23033,[3443]
23052,[21662]
23057,[1849]
23070,[2615]
23091,"[15193, 7, 430]"
23107,"[958, 184, 990]"
23108,[3269]
23112,[39]
23127,"[4233, 4227]"
23136,[4344]
23148,"[6791, 4650, 7235, 2510, 4604, 14774, 22076]"
23199,"[24328, 24896, 8695]"
23201,[7309]
23219,[5124]
23221,[4430]
23236,[195]
23239,[11607]
23258,[12791]
23271,[29179]
23272,[8562]
23293,[187]
23298,"[10053, 4619, 15074, 3346, 1900, 10054, 6110, 6111, 290, 3357, 12603, 7170, 193, 10554, 2438, 2627, 2660, 1104, 1164, 5349, 110, 23146, 23147, 22796, 6295, 6454, 6462, 6463, 12654, 25889, 6453, 20950, 7527, 111, 2232, 14262, 2210, 4221, 2681, 2505, 4636, 5571, 5913, 5912, 5895, 5873, 720, 40, 742, 771, 750, 39, 2684, 2668, 7223, 5245, 7945, 2098, 441, 479, 12799, 179, 12688, 85, 86, 4595, 59, 855, 92, 13966, 3306, 3309, 93, 62, 19652, 10835, 1089, 52, 1080, 1083, 14876, 10420, 6040, 6171, 7806, 9752, 7538, 20768, 10461, 10449, 17183, 12600, 19775, 6294, 11706, 6667, 1276, 2439, 3305]"
23309,"[183, 22069]"
23316,"[1850, 19587]"
23319,"[33029, 428, 24452, 21188, 38344]"
23323,[13070]
23327,[2170]
23353,"[11829, 11827, 17383]"
23362,[183]
23367,[609]
23371,[2014]
23395,[7226]
23435,"[187, 6644, 9409]"
23439,"[1371, 25424, 5389, 1367, 5396, 12634, 5398, 1362, 1366, 5395, 5392, 5390, 9646, 1369, 1364, 1398, 342, 341, 344, 431]"
23441,[142]
23444,"[29390, 29313, 29460, 9798, 15219, 19617]"
23448,"[21323, 441]"
23450,[5201]
23462,[2531]
23467,[15195]
23480,"[5264, 5259, 4581, 90, 9501]"
23489,[7241]
23536,[2005]
23545,[39]
23556,"[24040, 23814, 4907, 16564, 1979]"
23557,[8272]
23570,[1009]
23589,[2538]
23615,[11318]
23616,"[5646, 10814]"
23626,"[118, 11698, 666]"
23634,[8255]
23650,"[29293, 29798, 183]"
23672,"[916, 62]"
23676,[14301]
23681,"[58, 6326, 18431]"
23712,[16447]
23713,"[3935, 6974, 6959, 53, 582, 136, 1336, 1337, 1345, 1343, 1342, 1338, 1339, 1341, 1340, 1344]"
23718,[14078]
23720,[9805]
23723,[6334]
23736,[9784]
23745,[4853]
23750,"[1009, 6974, 937, 94, 91, 62, 953, 183, 92, 11417, 2190, 99, 71, 10508, 4201, 3327, 3333, 15074, 28989, 26430, 999, 24327]"
23753,[13796]
23770,"[8912, 20958]"
23780,[2013]
23790,[19923]
23803,[15191]
23817,[11318]
23838,[122]
23850,[24752]
23857,"[10102, 1796]"
23867,[17104]
23868,[22947]
23873,"[10808, 21852, 26791, 2678, 26104, 24764, 110]"
23884,[129]
23914,[5344]
23924,"[183, 114, 609]"
23949,[10814]
23961,"[23407, 14230, 14224]"
23975,[8121]
23979,[16742]
23981,[20550]
23993,[30780]
24003,"[1389, 1390]"
24009,"[15286, 15271]"
24012,"[2392, 4125, 12, 9719, 29368, 29366, 3628, 10109, 4411, 40719, 2746]"
24015,[2043]
24045,[2096]
24062,[3228]
24070,"[13258, 10825, 1243, 6531, 10843, 10378]"
24072,[27632]
24080,[335]
24089,"[19856, 1089, 8530, 62]"
24090,[3656]
24091,[70]
24100,[21443]
24101,"[122, 129, 8281, 4480, 4518, 4759, 1009, 1146]"
24111,"[10093, 38234, 40151]"
24152,[15027]
24156,[29026]
24165,[15191]
24166,[27547]
24175,"[2599, 29357]"
24186,[25731]
24190,[9592]
24192,"[139, 137]"
24193,[88]
24199,[7168]
24208,[100]
24239,"[809, 1009, 10349, 22157]"
24289,[2014]
24295,[29321]
24307,"[17182, 25293, 32042, 15129]"
24314,[7880]
24321,[183]
24351,"[11697, 6214, 35096, 9502]"
24356,[10689]
24371,[5289]
24372,[28328]
24375,[1175]
24412,[24742]
24416,"[10957, 95, 3667, 21571, 1435, 1614, 1500, 1582]"
24436,[2462]
24437,"[21295, 709, 36, 710, 899]"
24440,[696]
24465,[21307]
24468,[1435]
24470,[5218]
24491,[1457]
24502,[3309]
24511,[2347]
24530,"[85, 2014, 720, 791, 4025, 745, 4517, 812, 828, 772, 41, 81, 83, 82]"
24532,[7953]
24536,"[24923, 37978]"
24596,[70]
24650,[158]
24656,[23994]
24672,[9961]
24675,[609]
24681,[30725]
24713,"[7042, 6914]"
24718,[11559]
24721,"[6914, 24101]"
24729,"[2347, 4759, 1747, 100]"
24741,[8131]
24742,"[9688, 25096, 78]"
24751,[2168]
24754,[156]
24756,[5498]
24763,[2065]
24789,[23866]
24804,[22789]
24813,[27632]
24852,[10816]
24864,[4191]
24873,[14014]
24883,[23029]
24901,"[904, 25, 13669, 15000, 41835, 36058]"
24902,"[20129, 30017, 34200]"
24937,[5736]
24946,[16255]
24948,[2648]
24954,[27251]
24967,[9744]
24974,[1366]
24976,[25759]
24992,[1721]
25007,"[29964, 27632, 5297, 5141]"
25010,[28351]
25019,"[6046, 24929, 11603]"
25039,[113]
25047,"[7803, 961]"
25051,[2648]
25057,[27388]
25079,[5261]
25087,[6693]
25093,[2513]
25105,[8312]
25137,[27632]
25141,"[23758, 23717, 23725]"
25145,[83]
25162,[13009]
25163,[392]
25197,[1166]
25200,"[10350, 2492]"
25209,[10758]
25217,[13614]
25224,[29391]
25244,[23763]
25269,[31294]
25270,[1614]
25283,[6913]
25292,[19484]
25300,[39]
25339,[5216]
25352,"[5185, 2911, 2949, 2937]"
25357,"[6693, 8901, 5191]"
25371,[31785]
25376,[14461]
25379,[925]
25391,[11807]
25400,[2925]
25403,[9528]
25405,"[29626, 26102]"
25413,[2929]
25416,[2648]
25424,[28161]
25434,"[3448, 3685]"
25440,[6078]
25454,[4595]
25470,[9668]
25474,"[19481, 23502]"
25486,[15052]
25495,"[5508, 2319, 4157, 206, 21832, 8530, 1923, 2374, 3778, 2352, 21335, 1420, 24499, 11337, 2163, 2010]"
25496,[1009]
25500,[14741]
25537,[8499]
25538,[1185]
25545,[19459]
25553,[2010]
25568,[7090]
25574,"[23301, 6811, 18647]"
25577,"[11559, 27617]"
25625,[8530]
25638,"[62, 922, 63]"
25649,[23865]
25650,"[21688, 29306, 21360]"
25658,[675]
25664,[27387]
25665,[748]
25669,[13574]
25672,"[3341, 40609]"
25683,[4184]
25706,"[916, 29414]"
25731,[19481]
25732,"[158, 8303]"
25742,[3305]
25743,[1979]
25755,[24929]
25768,[27838]
25786,"[22966, 8530]"
25816,[26541]
25818,[2042]
25820,"[999, 2912]"
25844,[6466]
25852,"[8816, 29390, 28932]"
25856,[3373]
25889,[2126]
25892,"[11256, 20414]"
25917,"[8097, 21124]"
25939,"[195, 2439, 114, 132, 156, 3875, 9738]"
25953,[27632]
25956,[2145]
25964,[20259]
25965,"[5203, 5202]"
25980,[2445]
26010,"[63, 183, 45, 57466, 58561, 59312, 63157]"
26020,[29555]
26034,[8499]
26035,"[942, 9185]"
26037,[9784]
26042,[753]
26052,[183]
26060,[29981]
26079,[10673]
26091,[129]
26092,[11253]
26095,[8499]
26104,[5389]
26111,[8506]
26114,[1365]
26118,[632]
26121,[23027]
26124,[4222]
26127,"[19856, 395, 394]"
26128,"[12, 501, 12255, 2398, 6176]"
26139,[8499]
26146,[27274]
26154,[29374]
26160,[9646]
26173,"[3348, 3346, 91, 3352, 62, 79, 3343]"
26174,[12736]
26176,[1086]
26178,[3374]
26179,[34700]
26180,[565]
26181,"[743, 912, 925]"
26196,"[8308, 195, 116, 5675]"
26200,[5157]
26206,[28216]
26216,[22789]
26225,[6539]
26232,[16094]
26233,"[35351, 10836, 11698]"
26234,[9172]
26250,[29448]
26255,[11253]
26259,[11371]
26262,[4894]
26281,[5197]
26282,[9236]
26300,[11559]
26303,"[28203, 7439]"
26304,[13998]
26322,[2615]
26323,"[4039, 4339, 4722]"
26324,[8419]
26333,"[7780, 11211, 22494]"
26365,[6045]
26366,"[193, 29532]"
26380,[3444]
26406,[1242]
26429,"[10064, 17771, 28803, 6959, 2264, 5264, 4735, 83, 896, 2680]"
26441,"[20828, 20827]"
26444,[20705]
26457,[4365]
26459,[21320]
26472,"[81, 82]"
26475,[23896]
26476,[4046]
26482,"[26225, 6310]"
26487,"[7082, 7573]"
26499,[14270]
26519,[5389]
26529,[2615]
26554,[2352]
26565,[2217]
26575,[2677]
26577,[23916]
26580,[3304]
26585,[3313]
26602,[2510]
26606,[29551]
26613,"[2513, 914]"
26627,[4891]
26641,[4431]
26645,[13394]
26663,"[971, 91, 6671, 26430, 2008]"
26686,"[6974, 88, 61, 681, 5232, 13260, 3667, 5344, 85, 7340, 31852, 29160, 12077, 13967, 38326, 1185, 1743]"
26697,[24442]
26703,"[80, 5238]"
26723,"[11763, 30362]"
26743,"[20557, 20558]"
26754,[10566]
26756,[25670]
26760,[83]
26764,[18324]
26781,[9645]
26785,[659]
26793,[112]
26795,[10689]
26806,[15839]
26813,[2311]
26814,[22491]
26825,[24452]
26827,[11620]
26839,[29551]
26861,[19870]
26862,[3443]
26864,"[297, 6783]"
26883,[7010]
26897,[7833]
26898,[6914]
26912,[39823]
26926,[7488]
26935,[23993]
26943,[37741]
26956,"[338, 753]"
26969,[36674]
27019,[1334]
27030,[11318]
27042,[5504]
27044,[4737]
27078,[10699]
27068,[10987]
27089,"[11308, 183, 2940]"
27090,"[135, 31923, 32442, 3447, 11672, 3459]"
27101,"[12787, 19589, 24230, 3357, 22209, 11559, 1230, 130, 999, 70, 19489, 19481, 23813, 23502, 28351, 26939, 21320, 19487, 26102, 23503, 29626, 26103, 19491, 19476, 19485, 26101, 27578, 19477, 27632, 19480, 21323, 29964, 21321, 19486, 21874, 27838, 19478, 21322, 19590, 2478, 9527, 110, 5349, 6294, 23147, 30283, 29038, 1267, 5546, 299, 107, 104, 4554, 4505, 4480, 106, 4472, 4524, 9798, 4017, 2340, 10508, 5733, 21594, 17850, 21592, 29093, 32098, 22285, 22289, 2441, 9897, 225, 26797, 53, 4209, 11272, 59, 1049, 31595, 8135, 14279, 6266, 152, 6691, 15074, 9122, 228, 7624, 4694, 63, 7240, 6968, 7936, 8822, 95, 85, 4594, 4222, 90, 1, 5, 6, 2693, 184, 11086, 89, 290, 32353, 16449, 2670, 40, 32335, 4455, 92, 11282, 7301, 2438, 7579, 2440, 297, 7223, 195, 193, 2439, 2098, 112, 1203, 100, 9955, 12600, 2690, 2669, 6914, 6675, 35884, 6478, 24228, 75939, 52844, 4638, 2510, 4695, 4605]"
27140,[7332]
27102,[1427]
27103,[5289]
27134,[21127]
27154,[2459]
27194,[994]
27195,[23363]
27162,"[9409, 1009, 923, 2268, 22621, 8126, 9819, 1003, 914, 22624, 181, 8133, 22603, 930, 920, 8116]"
27204,[25098]
27181,[3586]
27213,[15072]
27235,"[2163, 925, 1756, 1759]"
27257,[2534]
27241,[115]
27262,[2513]
27253,"[2439, 29665, 11731]"
27339,[29600]
27298,"[5122, 5287, 5460]"
27304,[194]
27272,[8134]
27343,[14800]
27347,[5546]
27404,[4445]
27455,[19069]
27481,[23993]
27431,[2217]
27426,"[12600, 11682, 31061, 29674, 11209, 24062, 10997, 30807, 38365, 12615, 39224, 26856, 37864, 35386, 36058, 37495, 15452, 35484, 37606, 41814, 31161, 4190, 10274, 14382, 38117, 34879, 809, 26743, 6325, 18367, 8025, 37474, 18364, 24885, 35962, 4893, 10156, 24677, 3338, 294, 4220, 28986, 30719, 112, 34177, 226, 24462, 7160, 15370, 9554, 28140, 37923, 8963, 57, 27400, 42481, 4189, 27640, 11757, 2259, 11740, 46585, 958, 45800, 45807, 40928, 26858, 28622, 35102, 30876, 39018, 26678, 47622, 8316, 51766, 51768, 51688, 182, 34878, 32366, 275]"
27487,"[63, 771, 8912]"
27496,[5890]
27497,[18512]
27505,[18755]
27512,[5]
27513,[11308]
27491,[5641]
27492,"[5488, 140, 22690, 1235, 3349, 94, 3313, 79]"
27515,"[8105, 2230, 2276]"
27529,"[11698, 4277]"
27532,"[11607, 9077]"
27533,"[12459, 1743, 193, 114, 187, 8118, 1717]"
27536,[7090]
27542,[6912]
27545,[25232]
27549,"[20378, 10156, 2669, 19775, 29026, 24056, 922, 27578, 29964, 5372, 23813, 7252, 31385, 39073]"
27553,[3272]
27576,[999]
27578,[72]
27579,"[2677, 4221]"
27580,[3272]
27601,[99]
27610,[564]
27628,"[129, 28348]"
27657,[2005]
27661,"[7298, 2439, 29850, 23178]"
27692,[2518]
27695,[122]
27699,[27050]
27717,"[3375, 3382]"
27750,"[4614, 4669, 2505]"
27755,"[9786, 14329]"
27771,"[4157, 5747, 15612, 4528]"
27773,[16850]
27780,"[115, 39, 1089, 129, 3941, 30130]"
27820,"[25088, 22027]"
27830,[8292]
27839,"[18623, 5452]"
27844,[10380]
27845,[29114]
27846,[16309]
27850,[4221]
27857,"[110, 27617]"
27859,[7477]
27887,[100]
27892,[4121]
27904,[18333]
27938,[695]
27940,[939]
27941,"[3304, 91, 2953]"
27942,"[30416, 10150, 23294]"
27945,"[641, 578]"
27962,[1185]
27983,[90]
28015,"[3273, 3278, 190, 3279]"
28017,[5737]
28044,[29739]
28048,[29104]
28055,[546]
28060,"[34977, 23279, 36049, 6702]"
28066,[70]
28090,"[27847, 32080]"
28097,[10748]
28099,[10758]
28110,[8220]
28120,"[1412, 6974, 582]"
28129,"[9507, 17880, 12272, 17882]"
28155,"[5126, 5135, 5282]"
28159,[3353]
28166,[9646]
28195,"[4222, 2340, 7579, 6202, 2276, 16574, 16572, 17104, 11676, 23203]"
28196,[953]
28214,[742]
28217,[5124]
28218,[30452]
28288,[27429]
28294,"[4855, 13504]"
28298,[11318]
28306,"[7721, 15]"
28327,"[1367, 1366, 9646, 5675, 6961, 6959]"
28336,"[4588, 2507, 30132, 7582, 10836]"
28378,"[356, 12255, 3586]"
28385,"[19648, 3764, 2446]"
28395,"[29030, 29029]"
28420,[9178]
28423,"[92, 94, 2513, 1959, 20926, 6188, 187, 25731, 25730]"
28426,[15839]
28429,"[23221, 26140, 38067]"
28438,"[6537, 6539, 20684, 2184]"
28439,"[5410, 78]"
28449,[5146]
28453,"[5700, 15154]"
28458,[1849]
28459,[83]
28478,[999]
28486,[9786]
28490,[3760]
28510,"[3305, 62]"
28528,"[21280, 21277, 11042]"
28543,[20808]
28554,[986]
28575,[22660]
28576,[28416]
28601,"[9646, 11417, 27553, 20139, 4465, 826, 4430]"
28603,[21993]
28612,"[11414, 29454, 28997, 25420, 23612, 19832]"
28628,[9781]
28636,"[994, 8135, 63, 4581, 13226, 5747]"
28640,"[928, 5120, 911, 4458, 23178, 932]"
28648,"[27470, 29748]"
28662,"[1009, 195, 4594]"
28670,[124]
28679,[7223]
28704,[2677]
28713,"[2106, 6]"
28715,[6334]
28719,[27632]
28724,"[5034, 8315, 19041, 6971, 12600, 6958, 20649]"
28731,[12252]
28739,"[1747, 22170, 10688]"
28746,[30202]
28750,[5968]
28778,"[25236, 9668]"
28780,[6296]
28787,[11240]
28803,[2677]
28826,"[13239, 8306, 27617]"
28827,[24376]
28834,"[8541, 2504]"
28835,[8486]
28836,"[31486, 30256]"
28845,[116]
28846,"[6506, 10303, 6490, 6489, 5646, 6310, 6491, 7804, 6511]"
28847,[17183]
28854,[16192]
28875,[19805]
28880,[2393]
28898,"[6294, 12009, 22794, 1240, 7346, 6704, 2632, 5022, 6325, 8456, 5976, 58, 15153, 2688, 11086, 27976, 36155, 9688, 14330, 5007, 30807]"
28918,"[3395, 3392]"
28925,[8499]
28932,[2513]
28941,[8349]
28949,[14682]
28953,[28971]
28965,[2681]
28973,"[10541, 2690]"
28991,[1901]
28995,[1089]
29003,[3935]
29045,[21441]
29055,"[9041, 9040]"
29057,[32048]
29073,[29262]
29074,[6127]
29076,[871]
29087,"[28663, 28553, 9655, 38215]"
29095,"[22029, 11545]"
29099,[6177]
29102,"[5125, 20850]"
29107,[5507]
29111,[18754]
29112,[2330]
29118,"[6310, 14366]"
29128,[26552]
29130,[35184]
29138,[26186]
29140,[6671]
29142,[85]
29144,"[3638, 22660]"
29146,"[3444, 31665]"
29158,[4464]
29176,[4575]
29179,[63]
29181,[24733]
29187,"[20618, 920]"
29221,[24067]
29228,[2439]
29239,"[11661, 11660]"
29257,[33369]
29263,"[30206, 17674, 28351, 30884, 5042, 27632, 19775, 26539, 3324, 36664]"
29276,[21844]
29282,[14277]
29292,[91]
29305,"[44625, 42426, 5276, 43358, 10709]"
29307,[15252]
29320,[26803]
29322,[4215]
29327,[6914]
29356,"[127, 194, 2188]"
29357,[25779]
29360,[15256]
29369,[2479]
29379,[25923]
29383,[129]
29392,[24692]
29423,"[11333, 7230, 2934, 2935, 2945, 5740, 13242]"
29463,[3432]
29480,[8334]
29484,[17029]
29486,[9505]
29491,"[26792, 654]"
29492,[62]
29493,"[435, 24729]"
29509,"[1242, 9786]"
29510,[2084]
29517,[1339]
29521,[4594]
29555,[725]
29605,[8085]
29606,[22998]
29609,"[5747, 30098, 14220, 36027]"
29654,[4765]
29685,"[9279, 29744, 29742]"
29692,"[21169, 10354]"
29695,"[3443, 11354, 21587, 10064]"
29709,[83]
29718,[909]
29724,[100]
29725,"[17349, 21119]"
29730,"[18184, 27558]"
29736,[14278]
29742,"[20527, 1336]"
29745,"[30971, 14951, 28999, 14936]"
29746,"[13580, 13582]"
29751,[8]
29767,[129]
29769,[29921]
29775,[4732]
29794,[28268]
29797,[8091]
29806,"[2146, 1441, 27, 15072, 1109, 129, 999, 70, 184, 303, 908, 910, 1009, 1000, 940, 183, 71, 2439, 5646, 50, 8916, 8114, 11441, 925, 912, 7803, 937, 2170, 8118, 5245, 63, 918, 923, 809]"
29808,[2278]
29822,"[19555, 2392]"
29829,[3875]
29830,"[4221, 6974, 7090, 11610]"
29833,[59]
29839,"[28490, 27984]"
29858,"[27617, 3795, 8049, 2331, 2340, 195, 7090]"
29861,[8104]
29864,[3304]
29868,[2677]
29871,"[114, 5389]"
29896,[1273]
29919,[8058]
29926,[9122]
29944,[17384]
29969,"[3753, 3726]"
29978,"[14366, 27101, 10274, 8916, 6336, 10281, 21930]"
29989,"[30084, 30091, 30089]"
30008,"[8308, 21482]"
30019,[7779]
30025,[27617]
30028,[11405]
30032,[21115]
30056,[9871]
30061,[25428]
30066,[5250]
30074,[546]
30078,"[13946, 1236, 19792]"
30081,[1185]
30095,[2668]
30134,[5217]
30138,[10517]
30185,[20249]
30186,"[5646, 6, 5, 3, 4, 2, 1, 7]"
30196,[32723]
30203,[16518]
30205,"[2382, 13]"
30215,[14991]
30224,"[11646, 38367]"
30231,[743]
30240,[34875]
30277,"[19489, 19481]"
30289,[23024]
30294,[5265]
30297,[4576]
30301,"[11318, 8530]"
30302,[937]
30310,"[136, 4759, 4750, 4770, 4727, 212, 2343]"
30315,[1336]
30319,[11690]
30325,[207]
30330,[8499]
30337,[2946]
30340,"[29827, 29826, 29844, 28743, 10536, 15424, 33029]"
30349,[2346]
30360,"[14, 341, 5392, 5469, 12, 431, 1466]"
30362,[5193]
30373,[11318]
30375,"[8530, 5676, 582, 125, 94, 10798, 1218, 8334, 30158, 8295]"
30384,[11529]
30389,[24392]
30390,"[28078, 23865]"
30392,[10758]
30395,[4452]
30418,[681]
30435,"[78, 8962]"
30436,[23300]
30452,[3259]
30478,"[5139, 7090, 29626, 19483]"
30481,"[37064, 56]"
30483,[24366]
30485,[28364]
30499,"[23813, 30807]"
30506,[3445]
30520,[29539]
30524,[8315]
30530,[4193]
30535,[25245]
30544,[5126]
30545,[9158]
30554,[1849]
30562,[29786]
30572,[9945]
30583,[24740]
30584,[11415]
30592,[753]
30593,[193]
30600,[99]
30614,[9592]
30616,[195]
30618,[587]
30624,[20249]
30626,[11698]
30634,"[908, 925, 22767]"
30643,[23407]
30660,[9590]
30678,[17]
30694,[8344]
30706,[5432]
30732,"[6326, 26930]"
30740,"[1336, 1342, 1345]"
30746,"[94, 27617]"
30749,"[11807, 16589, 3954, 275]"
30752,[29813]
30762,[38977]
30774,[23152]
30784,"[25392, 24679, 11656]"
30786,[1416]
30788,[11441]
30793,"[23304, 17840, 539, 3628, 3875, 4553]"
30794,"[4658, 4605, 8109, 23176, 958, 10542, 7223, 11731, 2439, 953, 3342, 62, 2511, 3304, 3318, 3319, 3306, 4893, 3305, 3307, 10957, 3314, 95, 10958, 3309, 3308, 3311, 3312, 3315, 3316, 3317, 22230, 10959, 3320, 10960, 3321, 3322, 3323, 93, 3324, 3325, 3326, 3327, 17381, 3330, 3331, 3328, 3329, 3332, 3333, 3334, 3336, 3337, 10961, 3335, 3338, 3339, 10956, 79, 78, 10962, 3340, 3341, 3343, 3354, 3345, 10963, 3344, 3346, 92, 3347, 3348, 3350, 3349, 3352, 94, 3353, 3355, 10955, 22228, 10350, 193, 8485]"
30806,[2483]
30811,"[13243, 2929]"
30812,[9801]
30836,[10835]
30837,[25762]
30864,[21156]
30867,"[15072, 9680]"
30870,"[1336, 1747]"
30887,[14762]
30892,[546]
30921,[24458]
30931,"[29963, 1018, 1033]"
30936,"[5064, 3894]"
30937,[12767]
30944,[2648]
30947,[21993]
30955,[1398]
30978,[5217]
30987,[10238]
30988,[24731]
30996,"[13, 4148, 3667, 142, 20297, 29966]"
31013,[5139]
31018,[2918]
31024,[4248]
31036,"[18018, 18017]"
31044,[1756]
31046,"[6677, 1049, 1967, 8950, 8953, 85, 275, 142]"
31070,[8292]
31071,[1717]
31095,[3373]
31100,"[79771, 44036, 10382, 17197]"
31112,[19590]
31113,[547]
31120,"[1785, 1786]"
31143,[1901]
31171,[139]
31179,[3470]
31190,[5]
31213,"[1382, 35739]"
31248,[561]
31275,"[183, 912, 70, 1093, 6, 560, 21198, 2126, 4542, 4495, 4528, 4488, 2014, 1218, 611, 10578, 1178, 83, 29958, 30389]"
31280,"[5132, 5141]"
31288,"[21323, 27578]"
31295,[8530]
31299,[582]
