user,poems
153255,[158]
153263,"[54, 49290, 6959, 22803, 49726, 49757, 49754, 8566, 53, 9506, 48157, 44258, 44257, 44290, 21571, 44261, 7168, 2491, 44291, 44292]"
153273,"[21714, 39096, 39633, 1462, 22010, 55506, 24282, 5877, 58846, 4905, 2096, 4897]"
153278,"[62188, 11765, 52842, 52841]"
153283,[588]
153322,"[22801, 6478, 29021, 21128, 7147, 2676, 12405]"
153329,[2225]
153350,[17771]
153356,"[12659, 20649, 17183, 17181, 24062, 19068, 19775, 33083, 10185, 12600, 12661, 33081, 19774, 2225, 35192, 37379, 92, 3324, 6463, 25897, 6453, 6456, 8141, 8290, 7314, 5151, 33077, 12669, 12660, 52478]"
153370,[2668]
153373,[2389]
153382,"[50372, 50367]"
153395,"[2374, 24260, 1743, 104921]"
153405,[2152]
153440,[2445]
153443,"[338, 12, 1412, 15449, 14738, 17248, 19930, 42968, 43045, 43086, 43060, 42944, 42946, 42904, 12046, 13473, 38755, 23410, 23418, 23420, 2311, 29270, 29600, 4629, 4640, 4609, 11783, 4621, 4604, 7321]"
153458,[4594]
153465,"[6932, 6123, 23407, 12799, 12797, 991, 4436, 1935, 6092, 6086, 6087, 6095, 2350, 6096, 572, 570, 52542]"
153485,[19836]
153499,"[4191, 5231]"
153513,[1516]
153525,[46965]
153528,[11]
153529,"[50841, 50811, 46319, 50814, 50761, 50796, 50793, 50818, 50797, 50758, 46387, 50760, 50795, 50794, 50809, 46350, 50759, 50878, 50877, 50875, 50876, 50879, 50893, 50892, 50891, 50890, 50889, 51650, 51738, 51772, 51783, 51802, 51231, 51232, 51257, 50789, 50791, 51825, 51934, 51946, 52013, 52052, 52133, 52185, 52345]"
153533,[2510]
153534,"[26555, 26553, 21231, 73486, 79207, 81096, 81126, 81060]"
153539,"[10544, 37894, 2688, 6481, 227]"
153540,"[15850, 16164, 15849]"
153556,"[205, 1465, 661, 10674, 19]"
153561,[8334]
153569,"[11434, 7309]"
153578,"[4227, 6067, 5193]"
153600,[7223]
153601,"[210, 1402]"
153606,"[35162, 5305]"
153618,[51179]
153624,[152]
153635,[51283]
153636,[51336]
153648,"[6495, 29195, 6494]"
153659,"[30576, 31315]"
153672,"[100, 2445, 5283, 5305, 179, 1217, 51376, 4594, 5675, 158, 52290, 193]"
153677,[23865]
153688,"[953, 23047, 122, 30194, 5675]"
153710,"[39579, 1185, 1168, 1146, 24931, 24933, 39574]"
153735,"[904, 8109, 958, 903, 937, 980, 993, 911, 8134, 916, 923]"
153785,[2014]
153806,[70]
153814,"[999, 2393]"
153826,"[52231, 52561]"
153829,"[8295, 705, 29717]"
153841,"[11268, 70, 671, 11953, 14856, 37418, 37365, 22992, 22929, 9740, 10542, 43332, 85, 2376, 10544, 6130, 10051, 10428, 369, 481, 3586, 26499, 3585, 17851, 33744, 3656, 12710, 15675, 5872, 7779, 1009, 12405, 28364, 29419, 12400, 7574, 28323, 185, 11972, 202, 330, 329, 304, 332, 45757, 12706, 12711, 12269, 9905, 10384, 19310, 6662, 11582, 186, 4023, 12860, 2671, 8184, 2692, 288, 2442, 33592, 33588, 17862, 28557]"
153847,[62]
153861,"[63, 1554, 12495]"
153872,[913]
153883,[5289]
153885,[1433]
153900,[39]
153933,"[10349, 5992, 6000, 3956, 3974, 3975, 918, 52261, 937, 990, 183, 3304, 35947, 37286, 78, 37403, 52457]"
153948,"[46169, 126]"
153962,"[5988, 5987]"
153974,[52278]
153977,[10816]
153992,[52741]
153993,"[53492, 53490, 50692, 50036]"
153994,"[1377, 40988, 8338, 5400, 122, 158, 980, 8111, 975, 969, 8131, 922, 983, 5217, 57725, 8260, 1122, 62]"
153999,"[7043, 290, 2690, 6914, 1376, 83, 5546]"
154006,[52278]
154007,"[3313, 26743, 4893, 7803, 2508, 125, 1116, 93, 754, 2098, 5344, 3656, 193, 1717, 196, 1420, 78, 7533, 479, 804, 1000, 151, 41, 6325, 5, 195, 5350, 58, 2648, 45, 12, 187, 4406, 885, 21, 62, 50, 43, 7, 59, 6, 5893, 430, 497, 1705, 94, 7779, 146, 52, 337, 542, 39, 1759, 2346, 4703, 183, 5191, 227, 7259, 24081, 7624, 5646, 1016, 953, 7568, 95, 290, 44531, 6334, 11695, 16225, 5224, 16255, 6294, 2596, 157, 2478, 5869, 33202, 4182, 11866, 4626, 26723, 3880, 52235, 50226, 7529, 48680, 6694, 5616, 5664, 28686, 50228, 7584, 45165, 25112, 92, 834, 5888, 2687, 11838, 6434, 21198]"
154013,"[11251, 754]"
154023,[23403]
154037,[5546]
154044,"[24408, 5531, 25435, 15837]"
154050,[10742]
154051,"[52487, 22277, 25194, 22255, 42453, 2599, 52762]"
154062,[1122]
154065,[8260]
154076,"[91, 2377, 14714]"
154083,"[930, 9286]"
154092,"[809, 1157, 83]"
154110,"[52638, 52739, 52733, 52738]"
154135,[720]
154168,[6045]
154178,"[1400, 47605, 4139, 1462, 14964, 13531, 36674, 23, 9806, 13202, 2958, 3026, 3025, 2977, 2893, 2814, 26703, 60162, 998, 4149, 4412, 23451, 17079, 12465, 37454, 14262, 7205, 26164, 16381, 12463, 1645, 1614, 61470, 16382, 61211]"
154187,"[52770, 37368]"
154200,[1419]
154201,[6]
154218,[10816]
154219,[3288]
154300,"[3443, 23487]"
154318,[53460]
154368,[1702]
154372,[3935]
154377,[1852]
154400,"[158, 67811, 15446]"
154401,"[63, 22600, 6914, 19139, 16827, 183, 1009, 2439]"
154414,[10743]
154418,"[1009, 114, 112, 3935, 2005, 2001, 46409, 16469, 51573, 5, 129, 1334]"
154474,[55653]
154483,[2618]
154489,"[15226, 1443, 2010, 142, 90, 5, 1849, 5824, 1851, 7230, 2601, 5469, 5856, 2111, 5208, 2120, 1400, 2, 1411, 2350, 6099, 22009, 51325, 44977, 1814, 5508, 5209, 2104, 50, 146, 1743, 2598, 20137, 1462, 338, 14, 1717, 4262, 39096, 2096, 1412, 184, 12701, 2050, 45, 13, 39530, 223, 16358, 15778, 1944, 27579, 25053, 27643, 1745, 1439, 27761, 22659, 37552, 26527, 29898, 53577, 1758, 39, 1465, 60102, 24891, 36674, 47458, 21908, 210, 4127, 38566, 24805, 51543, 336, 7501, 35973, 42579, 12405, 9947, 4879, 23225, 3170, 3172, 3171, 52983, 1000]"
154503,"[20076, 142, 4035, 4099, 1793, 1794, 1795, 1796, 1797, 1800, 1803, 1806, 1807, 1809, 1812, 1813, 1814, 1815, 1816, 1817, 1821, 1822, 1824, 1826, 1828, 1830, 1834, 1835, 1837, 1838, 1839, 1840, 1842, 1766, 1767, 1768, 1769, 1770, 1771, 1773, 1774, 1775, 1777, 1778, 1780, 1784, 1785, 1786, 1787, 1789, 1790, 1846, 1804, 1805, 4073, 46780, 46781, 46782, 4075, 4076, 4080, 4081, 4082, 10102, 46758, 4085, 4084, 1852, 1854, 1856, 1857, 2522, 43592, 43595, 43591, 43566, 43594, 45371, 43562, 21192, 42645, 24328, 22590, 24265, 4868, 24296, 2514, 2525, 4870, 22268, 24148, 5548, 23831, 11397, 2122, 5549, 24231, 24233, 5551, 24247, 24243, 5550, 24244, 5552, 24240, 24235, 24242, 21431, 5076, 21401, 5075, 21349, 5101, 5099, 21390, 21358, 5080, 5073, 5072, 21347, 21407, 5086, 5096, 21392, 21386, 1410, 21398, 21355, 5085, 5084, 5088, 5103, 21359, 21353, 5090, 24330, 24331, 22536, 22535, 19912, 21981, 21987, 21973, 51531, 22382, 22472, 5556, 22270, 22380, 23239, 42257, 42606, 42582, 23247, 23226, 42581, 42605, 42580, 5563, 23245]"
154520,[4952]
154554,"[908, 1009, 920, 930]"
154563,[2393]
154565,[129]
154593,[971]
154602,"[1420, 21259, 11074, 21253, 1371, 5428, 11387, 431]"
154603,[582]
154630,[2510]
154640,"[43717, 38582, 20609, 24264]"
154665,"[57745, 24736, 8861, 8652, 16856, 8735, 3, 8671, 4727, 1, 6, 17, 8653, 43641, 38625, 2313, 2323, 48750, 8777, 2319, 2315, 58135, 58131, 32979, 49094, 21494]"
154690,"[55606, 10274]"
154710,"[41777, 2364, 3935, 3341, 37380]"
154715,[133]
154749,[17971]
154752,"[1422, 38168, 2441, 54708, 85, 3170, 3171, 3172, 90, 72495]"
154762,[52444]
154799,"[57839, 45970, 58570, 43843, 47319]"
154819,"[14606, 38313, 23435, 1703]"
154856,"[39941, 48736, 42471]"
154857,"[15227, 22660, 23166, 4440, 4722, 12, 2598, 7611, 3694, 13, 11, 29, 151, 20, 18, 19, 21]"
154879,"[21886, 819, 36071, 291, 59001, 812, 139, 137, 138, 29978, 4148, 3336, 37250, 16398, 19345, 12188, 7609, 373, 4822, 4401, 4248, 4102, 59000, 205, 11915, 14012, 835, 109, 107, 2014, 22198, 986, 2138, 5238, 12133, 48684, 3306, 770, 5031, 749, 8, 2126, 10764, 1137, 2276, 53420, 35269, 5308, 8935, 40254, 21287, 42, 811, 830, 853, 479, 6020, 233, 4454, 83, 46, 28412, 54122, 771, 35817, 23426, 1752, 21440, 12052, 11413, 93, 23407, 15778, 60106, 45, 22031, 10795, 50, 1412, 17]"
154924,[1743]
154953,[8292]
154963,"[22660, 4440, 23166, 4722, 214, 361, 15170, 6389, 50, 7653, 46932, 4307, 12]"
154986,[5217]
155046,"[582, 81, 83, 13670]"
155049,[755]
155056,"[15760, 66310, 44886]"
155061,[14677]
155062,[11253]
155083,[1427]
155091,[115]
155095,"[5216, 2677]"
155106,[6951]
155116,"[2942, 2928, 1463]"
155120,[354]
155123,[13262]
155155,[9285]
155175,"[20343, 1402, 2397, 14, 188, 4419, 48320, 4326, 4418, 48347, 2393, 2394, 2395, 23866, 20137, 870, 9409, 8542, 187, 186, 2096, 2715, 2716, 2717, 3089, 3090, 4370, 6951, 1759, 210, 20532, 24415, 1642, 23451, 4149, 4165, 1583, 4136, 6615, 4401, 189, 1437, 1441, 142, 484, 68767, 46388, 25359, 1475, 1476, 1477, 7647, 36674]"
155208,[16543]
155209,[228]
155212,"[158, 1366]"
155226,"[1717, 25317]"
155230,"[4138, 24136, 4330, 1814, 336, 5238, 19317, 6986, 13337, 5893, 582, 19044]"
155246,[330]
155248,[4330]
155253,[2376]
155254,[31412]
155257,[8308]
155278,"[999, 1009]"
155282,"[10957, 10962, 2511, 10958, 3338, 3348, 46066, 2311, 44988, 2453, 3326, 3349, 60790, 39075, 53462, 53463, 54883, 61449, 61452, 61445, 4456, 49389, 2217, 30678, 61577, 1753, 14817, 110, 47627, 61758, 51771, 53197, 47639, 27156, 26800, 55544, 53213, 22599, 999, 4248, 26897, 61908, 61920, 27104, 62185, 62258, 62237, 62329, 40466, 62603, 43103, 62651, 62653, 39225, 9501, 62614, 62650, 62686, 61822, 61827, 62680, 62679, 62708, 62615, 45095, 62715, 53141, 41799, 53265, 62726, 41795, 53270, 37606, 62725, 53266, 62733, 62740, 62737, 62735, 53229, 41963, 720, 39338, 62743, 39096, 2096, 28531, 35750, 6664, 54116, 16419, 1402, 50583, 50582, 92, 11504, 40953, 40954, 62755, 4940, 62777, 62809, 1009, 914, 62910, 53136, 111, 24884, 4426, 1, 6239, 53148, 63545, 7439, 63594, 63646, 5972, 16273, 5844, 60038, 60034, 60033, 60037, 63973, 82, 84, 64122, 64118, 64123, 64114, 64111, 57, 63761, 17771, 6336, 7239, 31395, 563, 64205, 74, 52935, 12128, 22774, 65071, 13758, 10065, 15320, 65432, 5913, 67606, 4882, 19232, 40701, 2671, 63830, 8223, 3355, 66266, 66815, 37759, 28137, 67724, 63, 40928, 67756, 19468, 63290, 63243, 67776, 39269, 67772, 10579, 67774, 40197, 28957, 9969, 29311, 57381, 67889, 68471, 68467, 41]"
155288,"[5325, 45594]"
155337,"[12693, 3667, 8385, 3134]"
155339,"[36695, 30807, 5042]"
155358,"[974, 986]"
155381,"[4138, 24136, 5524, 24260, 338, 2599, 1402, 223, 4881, 4391, 2341, 227, 17197, 12002, 10382, 12693, 2145, 504, 17056, 9658, 6789, 80, 228, 41999, 52848, 1849, 2330, 15998, 1132, 3299, 12649, 828, 4394, 1440, 8, 18182, 57466, 3358, 5641, 83, 85, 3357, 31595, 1000, 11417, 6248, 7957, 126, 214, 681, 755, 23568, 5031, 75, 5191, 9101, 58, 3775, 479, 441, 478, 13919, 50073, 62, 1194, 24786, 1900, 182, 735, 2096, 23993, 7781, 15001, 24426, 7583, 15345, 5646, 6326, 275, 65444]"
155390,[16026]
155425,[21831]
155432,[50331]
155435,[61469]
155441,[1334]
155454,[8477]
155456,[4716]
155476,[5675]
155481,[2507]
155489,"[79, 93, 52333]"
155500,[17]
155510,"[2085, 91]"
155511,[8131]
155570,[1759]
155588,[3935]
155610,[1462]
155624,"[38681, 17751]"
155638,[19590]
155680,[4913]
155684,"[2225, 6434, 11495, 10752, 11496]"
155685,[71035]
155686,[771]
155689,[14934]
155690,[122]
155715,"[17370, 915, 916, 917, 22599, 919, 1001, 922, 910, 8121]"
155725,"[8114, 932, 953, 925, 22773, 1009]"
155749,"[41, 61, 743, 809]"
155770,"[11260, 1411, 2018, 2574, 11259, 14926, 14938, 14933, 2676]"
155785,[826]
155789,[193]
155798,"[8338, 8344, 8478, 8479]"
155844,[27901]
155878,[5217]
155887,"[430, 2315, 48265]"
155912,[3529]
155921,"[3299, 36390, 180, 399, 184, 36377, 36356, 3241, 36296, 3276, 190, 3238, 17319, 87, 937, 957, 23105, 187, 8338, 1935, 2376, 83, 8460, 8493, 4017, 5452, 925, 916, 1009, 17771, 3349, 223, 181, 40928, 908, 63, 5191, 39, 787, 3266, 88, 7882, 6671]"
155931,[52]
155934,[13273]
155936,"[44508, 738, 63660, 63852, 63848, 63854, 63845, 63846, 63847, 63849, 63851, 64084, 64088, 8311, 65334, 66452, 66451, 88564, 42397]"
155993,"[27360, 31595, 3316, 94, 2512, 5844]"
156016,"[29715, 15406, 1009, 3316, 2319]"
156018,"[24764, 9501, 10553, 50, 14822, 14, 4370, 10, 4108, 189, 4881, 1437, 12648, 13, 1412, 2397]"
156029,"[2473, 22578]"
156030,[9955]
156051,[5780]
156080,"[31923, 19149, 32372, 19173, 63672, 33373]"
156082,"[14290, 931]"
156101,"[925, 62900, 2512]"
156111,[63435]
156127,"[9968, 5868, 16969, 3343, 83, 82, 14951, 14943, 9972, 40603, 95, 93, 37344, 79, 92, 925, 923, 18665, 10064, 11669, 11662, 27779, 29496, 11668, 13351, 23683, 24868, 10839, 61390, 61410, 8573, 8225, 53394, 53392, 4695]"
156160,[5976]
156167,"[11698, 567, 53229, 53275, 2446, 6307, 3762, 46145, 47235, 52207, 159, 4694, 187, 19856, 3899, 843, 40, 787, 39, 809, 38, 812, 745, 770, 41, 35194, 183, 910, 1009, 916, 925, 14051, 30764, 24318, 1246, 1276, 49099, 53089, 2485, 5739, 49799, 49817, 9796, 2484, 4924, 2479, 28266, 7251, 22337, 7246, 7258, 6789, 5245, 7438, 23423, 8948, 93, 3338, 92, 29637, 7007, 5541, 5976, 8039, 8054, 23927, 38740, 58820, 195, 29016, 2671, 4919, 53224, 25723, 21616, 22021, 35197, 8952, 10838, 719, 8317, 5048, 7800, 32380, 21757, 25604, 60745, 60747, 60750, 52842, 39108, 5891, 63094, 45963, 1255, 5349, 47061, 47064, 6959, 21156, 38593, 38594, 46314, 2493, 225, 2675, 5218, 18431, 6326, 6309, 37791, 9786, 21124, 48752, 52841, 19052, 4201, 2667, 2619, 2438, 65830, 19934, 21458, 1978, 1970, 2668, 49952, 12354, 23915, 30677, 64453, 64441, 64478, 64475, 64476, 390, 9892, 67887, 19045, 63246, 63231, 63222, 379, 41799, 41801, 9133, 2649, 31505, 51369, 65837, 41729, 64566, 10170, 99, 4647, 8574, 4615, 58251, 6300, 55, 24081, 55375, 66452, 64514, 64516, 64523, 52902, 54387, 2690, 17183, 20378, 7045, 12659, 33085, 12660, 6958, 12661, 20650, 19068, 24104, 9985, 63644, 65740, 65735, 52539, 54667, 17850, 805, 19053, 2468, 49474, 46]"
156175,"[47250, 10071, 213]"
156191,[13]
156197,"[52302, 37897]"
156229,[47819]
156239,[2512]
156255,[4841]
156264,[3875]
156296,"[192, 63761, 31595, 925]"
156311,"[275, 2346, 2347, 1935, 2350]"
156316,"[53148, 10461, 17079, 11677, 16574, 8187, 63441, 76, 44487, 6266, 7436, 8184, 2442, 8223, 53394, 441, 440, 29737, 53154, 14927, 14951, 33583, 14933, 7234, 14279, 44477, 6040, 9900, 63497, 50259, 63493, 63521, 63443, 63451, 63456, 38585, 53388, 53152, 63498, 152, 6238, 57726, 52436, 4653, 63496, 19856, 29275, 60211, 63429, 289]"
156322,[1202]
156355,"[37325, 35939, 3353, 35942]"
156412,"[42642, 5497, 58310, 14833, 42692]"
156364,[62588]
156391,"[4212, 7613, 4604, 6202, 6298, 40609, 809, 64861, 4605, 15778, 24675, 13351, 2509]"
156400,[29813]
156422,[13]
156485,[18324]
156486,"[184, 908]"
156511,[12]
156569,"[3775, 5218, 9955, 65066]"
156445,"[1717, 3667, 4340, 223]"
156654,[83]
156608,[23464]
156628,"[14, 2599, 146, 1702, 1703]"
156697,"[908, 1009]"
156701,"[15070, 22815, 7419]"
156671,"[47243, 1422, 1743]"
156722,"[4129, 215, 10092, 208, 206, 1412, 9618, 509, 510, 4401]"
156669,"[39, 21320, 2393]"
156711,"[8951, 8945]"
156433,"[65802, 69241]"
156723,"[1419, 23199]"
156735,[14714]
156812,"[29626, 9409, 5546, 299, 4911, 2512]"
156863,"[11222, 5546, 1717, 142, 67811, 2044, 13336, 15088, 1756, 1416, 2380, 4401, 49726]"
156961,"[15075, 45267]"
156934,"[1701, 56912, 6980, 1739, 5779, 20254, 4606, 2098]"
156940,"[290, 908, 1463, 743, 1814, 479, 7582, 3966, 3960, 2343, 7263, 4703]"
156986,"[60357, 908, 2512, 275]"
157004,[11693]
156981,"[47605, 48747, 49683, 22792, 50222, 1557, 51278, 4138, 1754, 10144, 15229]"
156925,[2648]
156970,"[5680, 7823, 4581, 58605]"
157005,"[64516, 78559]"
157038,"[5217, 10747]"
157031,"[17106, 24807]"
157036,[83]
157075,[826]
157132,"[83, 82, 81, 84, 771, 39, 71, 68, 41, 275]"
157145,"[26116, 7576]"
157146,[12860]
157166,"[4906, 2033, 534, 1755, 12495, 1577, 1849]"
157179,[754]
157184,[9506]
157287,"[4662, 4605]"
157251,"[15290, 4588, 69303]"
157206,[18348]
157331,"[11021, 63827]"
157333,[20975]
157355,"[55615, 30678, 86174, 86179, 86171, 65508, 86178, 7041, 12659, 10157, 12661, 12600, 2669, 6914, 12663, 4650, 4621, 4635, 4628, 4605, 11143]"
157405,"[14243, 35288, 14360, 14242]"
157407,"[67946, 12278]"
157408,"[65402, 52618, 2184, 10304, 53089, 225, 47057, 65403, 65405, 54621, 7241, 10425]"
157450,[68046]
157356,"[4650, 7326, 4637, 4625, 4604, 23890, 8600]"
157464,[2096]
157391,"[5019, 3883]"
157481,"[20941, 5675]"
157473,[63096]
157486,[53]
157491,"[275, 8953]"
157520,[5508]
157549,"[12686, 5800, 1595, 12280, 3656, 24573, 50309, 9645, 24644, 39008, 5867, 47244]"
157576,[4260]
157582,"[667, 10582, 563, 627, 10581, 611, 585]"
157600,[73]
157643,[1185]
157645,"[62, 183]"
157669,[5675]
157691,"[27847, 1717, 2141]"
157716,[17771]
157723,"[5218, 8348, 8344, 52, 4716]"
157732,[42373]
157734,[2505]
157743,"[28795, 1440]"
157750,[2217]
157764,[4666]
157778,[17700]
157805,"[1009, 15294, 15088, 2044, 10958, 138, 68623, 431, 9646, 582, 963, 63832, 7823, 4581, 23166]"
157811,[4605]
157834,"[3979, 771, 5897, 7822, 7823, 4581, 39630, 7845, 7833, 7829, 7847, 36401, 254, 2391, 1111, 14271, 814, 30573, 63977, 30800, 837, 53074]"
157872,[158]
157877,"[35107, 468]"
157879,"[183, 92, 193, 2507, 225, 2512, 228, 31595, 7146, 5218, 10816, 290, 2340, 288, 2691, 52336, 48752, 2217, 4603]"
157885,[17254]
157913,[61]
157953,"[165, 35364]"
157955,[2512]
157975,[12635]
157981,[4418]
157989,"[8338, 158]"
157997,[6547]
158003,"[5646, 5546, 18726, 2512, 83, 82]"
158006,[1582]
158040,"[11086, 11848, 11690, 8091, 7522, 7160, 12809, 10840, 7815, 7813, 9764, 10564, 10563, 11096, 37850, 41209, 43938, 11955, 41208, 40557, 186]"
158043,[12677]
158077,"[1906, 5856, 3875, 195, 8255, 4221, 2012, 56268, 25406]"
158194,[63794]
158198,"[20151, 6426, 2800, 4396, 83]"
158246,"[1680, 430]"
158251,[64524]
158252,[1242]
158268,"[9501, 11829, 6913, 41, 50242, 24764, 44487, 31733, 11590, 50254, 5824, 50246, 1799, 4191, 19509, 28247]"
158292,[53249]
158303,[14]
158342,[8315]
158351,[28319]
158373,"[23166, 15170, 22815]"
158375,"[4759, 40542]"
158414,[17634]
158445,"[275, 34268]"
158451,"[719, 78]"
158469,[1362]
158515,"[8348, 999]"
158541,[1180]
158546,"[15438, 8126]"
158561,"[5305, 35168]"
158570,"[52454, 335, 39001]"
158609,[23166]
158622,[63096]
158628,"[46965, 2507, 8574]"
158700,[4828]
158786,[14011]
158791,"[2946, 2918, 2940, 2944, 2955]"
158795,"[5217, 5142, 10987, 22244, 27318, 4233, 5289, 35146, 65017, 17868, 65435, 158, 546, 115, 8315, 65826, 22245, 10203, 10220]"
158798,[20536]
158819,"[63643, 4380, 1701, 58]"
158827,[2800]
158845,"[37359, 9976, 11987]"
158847,[20536]
158861,[809]
158922,"[7581, 4605, 55432, 34211]"
158926,[826]
158963,[71038]
158994,[1506]
159015,[12]
159025,"[1399, 90, 1400, 16578, 1276, 1230, 1309, 10, 44977, 12, 1921, 6, 13, 4401, 4157, 4370, 5878]"
159036,[30194]
159040,[4157]
159043,"[6176, 71, 1146, 61203, 61201, 93, 7230, 65043, 64991, 16575, 183, 908, 743, 6294, 41, 1230, 1302, 1276, 28216, 59002]"
159063,"[1362, 1130, 10835, 9735, 71223, 2639]"
159069,[2853]
159078,[4260]
159092,"[2162, 12495, 1582, 16305]"
159093,[46232]
159136,"[1414, 151, 2599]"
159159,"[911, 8126, 912, 182]"
159195,[115]
159200,"[8579, 2509, 4632, 4621, 4644, 4635, 4665]"
159215,[6127]
159259,"[23945, 52294, 35627, 48148]"
159279,[4260]
159296,[15839]
159298,[2376]
159312,[4260]
159336,[1877]
159341,[681]
159358,"[13605, 65020, 16895, 9900, 13021, 74, 3343]"
159361,[47819]
159396,"[36674, 1645, 1146, 5132, 1242, 2010, 3313, 52295, 5392, 338, 5139, 11318, 8338, 52337, 61907, 52327, 13, 12, 28, 809, 8678, 90, 1414, 38566, 2141, 3028]"
159409,[12]
159453,[71546]
159467,"[2397, 4881, 4370, 50, 12648, 10, 14822, 68767, 1759, 4419, 14875, 1462, 223, 142, 1399, 10086, 4454, 90]"
159496,[214]
159514,[9505]
159527,"[88, 6974, 194, 4594, 2684, 15074, 1230, 85]"
159529,"[45, 2052, 13, 144, 4367, 37444, 4415, 38152, 11461, 1437, 39103, 4146, 4353, 4419, 23451, 311, 4375, 4148, 10145, 2139, 4150, 4412, 4147, 24458, 13667, 5333, 3357, 3783, 2041, 55373, 2152, 28889, 23920, 11392, 12135, 48431, 46339, 46347, 16435, 24184, 4238, 53318, 72352, 9968, 5868]"
159568,"[38457, 2436]"
159592,"[129, 8315, 61, 243]"
159598,"[3315, 37378, 3313, 37405, 4893, 5135, 37413, 37415, 37287, 37398, 37416, 3307, 63716, 6959]"
159601,[72384]
159604,"[12, 142]"
159626,"[165, 1717]"
159699,[112]
159714,"[1743, 24695, 38359, 71386, 46272, 754, 63794, 916, 183, 2599, 13, 4370, 4126, 208, 206, 14, 28, 129, 8530, 158, 115, 13225, 1923, 7230, 13239, 83]"
159736,"[30807, 28351]"
159742,[142]
159751,[165]
159769,[83]
159813,"[206, 214, 218, 223, 100, 3667, 4415, 146, 1751, 5313, 151, 2096, 61, 10461, 114, 354, 195, 1759, 36674, 1645, 1717, 64099, 925, 19851, 809, 1582, 211, 14177, 5320, 44553]"
159818,[23166]
159832,[9067]
159860,[94]
159888,"[60582, 68775]"
159903,[4696]
159906,"[28454, 28394, 904, 186, 79451, 17835, 13419, 19529, 81126, 17825, 1243, 69212, 112, 2376, 2677, 1420, 5, 1852, 138, 14, 4716, 1242, 4759, 2014, 9409, 30833, 7522, 71513, 39338, 9748, 17278, 41685, 10378, 60443, 22161]"
159909,"[152, 14279]"
159910,"[9490, 10348, 9734, 195]"
159949,"[7587, 28, 12, 4108, 4104, 146, 13, 9630, 15323, 47819, 338, 15483, 42103, 68633, 31, 20098, 1582, 4881, 4132]"
160001,[1244]
160011,"[787, 853]"
160045,"[12, 14, 68633, 17, 9630, 12647, 1885, 35960, 16, 64959, 4157, 1826, 354, 7653, 28078, 1243, 20220, 20237]"
160107,"[809, 25161, 24658, 46440, 24659, 41649, 18129, 18034, 18132, 1575]"
160110,"[14, 12, 1582, 12495, 1717, 50, 211, 54708, 46388, 1743]"
160176,"[84771, 84778, 84836, 19589, 84788, 84776, 6336, 41029, 7259, 84770, 33832, 65965, 17451, 4212, 29636, 4604, 2505, 4696, 103130, 57726, 68456, 103136, 4655, 4629, 7581, 4632, 4605, 4668, 4653, 2506]"
160189,"[40020, 63792, 4069, 24752, 1464, 20430, 30972, 31163, 62200, 432, 16559, 16560, 2126, 22400, 14386, 5469, 16108, 62198, 30577, 1582, 12749, 5320, 6496, 2313, 43, 4419, 14540, 2013, 1411, 5878, 2106, 1921, 22041, 22031, 2311, 2349, 4898, 83152, 6099, 83092, 2343, 2601, 3259, 36476, 3270, 36438, 3275, 3266, 22074, 4731, 40137, 50, 64015, 2674, 19509]"
160204,"[52, 1759, 13, 50, 73524, 47380, 32]"
160239,[28803]
160266,"[74472, 297]"
160306,"[2912, 1614, 82, 63, 1607, 1765, 50481, 1620, 1621, 1618, 1619, 1622, 1604, 1605]"
160322,"[35817, 2166, 52296, 8338]"
160354,"[151, 12, 1772, 146, 12686]"
160389,"[8131, 8118, 923, 1009, 930]"
160422,[7844]
160423,[91]
160428,"[50, 11208]"
160441,[46232]
160469,[195]
160527,"[40329, 39239]"
160530,"[70, 1178, 1146, 1152, 39560, 68, 275, 237, 9900, 9502, 11789, 2697, 13206, 720, 38, 771, 743, 4671, 1038, 8049, 8083]"
160553,"[2374, 1756, 151, 1582, 12495, 12, 12629, 210, 4678, 36674]"
160562,[46186]
160571,"[4695, 2509]"
160590,[165]
160601,[40171]
160622,[87]
160637,[2139]
160657,"[9890, 5879]"
160673,[80]
160693,[1009]
160733,"[23503, 66507, 63313, 82, 83, 804, 805, 53, 26101, 709, 8530, 129, 5675, 19649, 2648, 61908, 52301, 31192, 2364, 809, 194, 6974, 5998, 12, 53354, 21874, 227, 5546, 182, 6248, 73, 32288, 71988, 2184, 2309, 11703, 30428, 1009, 91, 52336, 2438, 739, 107, 63, 2168, 2171, 31104, 12691, 294, 32751, 128, 115, 8315, 743, 74, 5894, 6294, 999, 8223, 2678, 24136, 9985, 479, 4454, 5031, 70023, 63290, 21390, 19509, 21886, 56685, 1717, 63977, 783, 2396, 3352, 681, 609, 582, 290, 2376, 184, 570, 1457, 835, 19144, 52474, 6914, 2690, 179, 30401, 1414, 2683, 228, 110, 28957, 39630, 23407, 10064, 74176, 53149, 3342, 58, 93, 55432, 45]"
160777,[6964]
160778,"[6964, 20218, 6961, 6959, 3874, 32109, 29348, 29347, 29302, 29269]"
160783,[40542]
160800,"[193, 771, 9592, 9591, 9743, 2439, 74655, 74636, 74669, 74670, 74539, 74555, 74603, 74617, 74637, 74575, 74782, 74645]"
160872,"[1009, 72246, 37234]"
160896,[60506]
160922,[275]
160947,[146]
160968,"[6038, 6134]"
160986,[58437]
160992,[1420]
